
SetupTitle, ITO_IdVG
PrimitiveTest, I/V Sweep
TestParameter, Output.Graph.XAxis.Right, 2
TestParameter, Output.Graph.YAxis.Data, absId, absIs, absIg
TestParameter, Output.Graph.YAxis.Scale, Log, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vg, Vd, Id, Is, Ig
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 12/18/2022 17:52:21
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 75
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, T=120C 2R sample
MetaData, TestRecord.LinkKey, 2f4ed703-8023-4ed6-9255-f9230581a0d2
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIs, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1, 0.1, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Vd, Id, Is, Ig
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ITO_IdVG
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Ig, Id, Is, absId, absIs, absIg
DataValue, -2, 0.1, -4.3692700000000004E-10, 5.624E-12, 8.6100000000000007E-13, 5.624E-12, 8.6100000000000007E-13, 4.3692700000000004E-10
DataValue, -1.9800000000000002, 0.1, -1.37023E-10, 4.175E-12, 3.0200000000000003E-13, 4.175E-12, 3.0200000000000003E-13, 1.37023E-10
DataValue, -1.9600000000000002, 0.1, -1.5738200000000002E-10, 3.881E-12, 6.7100000000000007E-13, 3.881E-12, 6.7100000000000007E-13, 1.5738200000000002E-10
DataValue, -1.9400000000000002, 0.1, -3.9664200000000006E-10, 3.86E-12, 6.2600000000000006E-13, 3.86E-12, 6.2600000000000006E-13, 3.9664200000000006E-10
DataValue, -1.9200000000000002, 0.1, -1.0475900000000001E-10, 3.4530000000000003E-12, 1.0180000000000001E-12, 3.4530000000000003E-12, 1.0180000000000001E-12, 1.0475900000000001E-10
DataValue, -1.9000000000000001, 0.1, -3.7015E-11, 2.775E-12, 4.87E-13, 2.775E-12, 4.87E-13, 3.7015E-11
DataValue, -1.8800000000000001, 0.1, -5.2379E-11, 2.5600000000000004E-12, 4.76E-13, 2.5600000000000004E-12, 4.76E-13, 5.2379E-11
DataValue, -1.86, 0.1, -4.7115000000000004E-11, 2.1710000000000003E-12, 4.2700000000000005E-13, 2.1710000000000003E-12, 4.2700000000000005E-13, 4.7115000000000004E-11
DataValue, -1.84, 0.1, -4.5119000000000006E-11, 2.0570000000000002E-12, 3.9300000000000004E-13, 2.0570000000000002E-12, 3.9300000000000004E-13, 4.5119000000000006E-11
DataValue, -1.82, 0.1, -3.5814000000000006E-11, 1.922E-12, 4.0400000000000005E-13, 1.922E-12, 4.0400000000000005E-13, 3.5814000000000006E-11
DataValue, -1.8, 0.1, -2.9114000000000005E-11, 1.7980000000000002E-12, 3.75E-13, 1.7980000000000002E-12, 3.75E-13, 2.9114000000000005E-11
DataValue, -1.78, 0.1, -2.0218E-11, 1.7100000000000002E-12, 3.4800000000000003E-13, 1.7100000000000002E-12, 3.4800000000000003E-13, 2.0218E-11
DataValue, -1.76, 0.1, -2.0419E-11, 1.7740000000000001E-12, 3.1100000000000004E-13, 1.7740000000000001E-12, 3.1100000000000004E-13, 2.0419E-11
DataValue, -1.74, 0.1, -1.5667000000000003E-11, 1.575E-12, 3.14E-13, 1.575E-12, 3.14E-13, 1.5667000000000003E-11
DataValue, -1.72, 0.1, -7.168E-12, 1.381E-12, 9.75E-13, 1.381E-12, 9.75E-13, 7.168E-12
DataValue, -1.7000000000000002, 0.1, 9.9631E-11, 1.216E-12, 2.6300000000000004E-13, 1.216E-12, 2.6300000000000004E-13, 9.9631E-11
DataValue, -1.6800000000000002, 0.1, 2.1838E-11, 1.0410000000000001E-12, 2.38E-13, 1.0410000000000001E-12, 2.38E-13, 2.1838E-11
DataValue, -1.6600000000000001, 0.1, 1.9453E-11, 9.6200000000000014E-13, -3.87E-13, 9.6200000000000014E-13, 3.87E-13, 1.9453E-11
DataValue, -1.6400000000000001, 0.1, -4.8566000000000004E-11, 8.2800000000000011E-13, 2.2600000000000002E-13, 8.2800000000000011E-13, 2.2600000000000002E-13, 4.8566000000000004E-11
DataValue, -1.62, 0.1, -2.79679E-10, 9.23E-13, 2.46E-13, 9.23E-13, 2.46E-13, 2.79679E-10
DataValue, -1.6, 0.1, -2.8252000000000004E-11, 7.1800000000000007E-13, 1.0730000000000002E-12, 7.1800000000000007E-13, 1.0730000000000002E-12, 2.8252000000000004E-11
DataValue, -1.58, 0.1, 1.11669E-10, 6.2200000000000008E-13, 1.8000000000000002E-13, 6.2200000000000008E-13, 1.8000000000000002E-13, 1.11669E-10
DataValue, -1.56, 0.1, -6.7848500000000006E-10, 8.8800000000000005E-13, 2.6E-13, 8.8800000000000005E-13, 2.6E-13, 6.7848500000000006E-10
DataValue, -1.54, 0.1, -2.7007000000000002E-11, 5.2700000000000008E-13, -4.7E-14, 5.2700000000000008E-13, 4.7E-14, 2.7007000000000002E-11
DataValue, -1.52, 0.1, 4.4073E-11, 4.5800000000000007E-13, 1.7E-13, 4.5800000000000007E-13, 1.7E-13, 4.4073E-11
DataValue, -1.5, 0.1, 1.8323E-11, 3.9300000000000004E-13, 1.58E-13, 3.9300000000000004E-13, 1.58E-13, 1.8323E-11
DataValue, -1.48, 0.1, 1.8465E-11, 3.6100000000000003E-13, 1.47E-13, 3.6100000000000003E-13, 1.47E-13, 1.8465E-11
DataValue, -1.46, 0.1, 2.4071000000000003E-11, 3.6000000000000003E-13, 1.34E-13, 3.6000000000000003E-13, 1.34E-13, 2.4071000000000003E-11
DataValue, -1.4400000000000002, 0.1, 2.0964000000000003E-11, 3.4700000000000004E-13, 1.2700000000000001E-13, 3.4700000000000004E-13, 1.2700000000000001E-13, 2.0964000000000003E-11
DataValue, -1.4200000000000002, 0.1, 2.8011E-11, 8.68E-13, -1.36E-13, 8.68E-13, 1.36E-13, 2.8011E-11
DataValue, -1.4000000000000001, 0.1, 6.0887000000000009E-11, 3.0100000000000003E-13, 1E-13, 3.0100000000000003E-13, 1E-13, 6.0887000000000009E-11
DataValue, -1.3800000000000001, 0.1, 5.8235E-11, 2.38E-13, 7.7E-14, 2.38E-13, 7.7E-14, 5.8235E-11
DataValue, -1.36, 0.1, 4.5652E-11, -5E-13, 3.88E-13, 5E-13, 3.88E-13, 4.5652E-11
DataValue, -1.34, 0.1, -2.7519000000000003E-11, 1.81E-13, 8.4000000000000008E-14, 1.81E-13, 8.4000000000000008E-14, 2.7519000000000003E-11
DataValue, -1.32, 0.1, 8.8190000000000011E-12, 1.54E-13, 7.3E-14, 1.54E-13, 7.3E-14, 8.8190000000000011E-12
DataValue, -1.3, 0.1, 1.3635000000000002E-11, -3.6800000000000005E-13, -1.7E-14, 3.6800000000000005E-13, 1.7E-14, 1.3635000000000002E-11
DataValue, -1.28, 0.1, 5.2406E-11, 1.3E-13, 7.3E-14, 1.3E-13, 7.3E-14, 5.2406E-11
DataValue, -1.26, 0.1, 3.3748E-11, 1.3300000000000001E-13, 7.6E-14, 1.3300000000000001E-13, 7.6E-14, 3.3748E-11
DataValue, -1.24, 0.1, -3.95293E-10, 5.9700000000000008E-13, 1.34E-13, 5.9700000000000008E-13, 1.34E-13, 3.95293E-10
DataValue, -1.22, 0.1, -2.0403000000000002E-11, 7.8000000000000008E-14, 1.939E-12, 7.8000000000000008E-14, 1.939E-12, 2.0403000000000002E-11
DataValue, -1.2, 0.1, 8.5155E-11, 7.4E-14, -4.7900000000000008E-13, 7.4E-14, 4.7900000000000008E-13, 8.5155E-11
DataValue, -1.1800000000000002, 0.1, -2.3617000000000002E-11, 7.2000000000000009E-14, 4.0000000000000006E-14, 7.2000000000000009E-14, 4.0000000000000006E-14, 2.3617000000000002E-11
DataValue, -1.1600000000000001, 0.1, 3.6899E-11, 3.2E-14, 3.8E-14, 3.2E-14, 3.8E-14, 3.6899E-11
DataValue, -1.1400000000000001, 0.1, 3.4208E-11, 5.8E-14, 8.23E-13, 5.8E-14, 8.23E-13, 3.4208E-11
DataValue, -1.12, 0.1, 1.3026500000000002E-10, 4.7E-14, 7E-15, 4.7E-14, 7E-15, 1.3026500000000002E-10
DataValue, -1.1, 0.1, 1.6029000000000002E-10, -3.0100000000000003E-13, -8.5E-14, 3.0100000000000003E-13, 8.5E-14, 1.6029000000000002E-10
DataValue, -1.08, 0.1, 9.0163E-11, 9.9000000000000007E-14, -6.37E-13, 9.9000000000000007E-14, 6.37E-13, 9.0163E-11
DataValue, -1.06, 0.1, 1.4252000000000002E-11, 1.29E-13, -1.0100000000000001E-13, 1.29E-13, 1.0100000000000001E-13, 1.4252000000000002E-11
DataValue, -1.04, 0.1, -6.6450700000000009E-10, 5.3100000000000006E-13, -1.34E-13, 5.3100000000000006E-13, 1.34E-13, 6.6450700000000009E-10
DataValue, -1.02, 0.1, -1.1020000000000002E-12, 3.5600000000000005E-13, -5.5000000000000008E-13, 3.5600000000000005E-13, 5.5000000000000008E-13, 1.1020000000000002E-12
DataValue, -1, 0.1, 7.948800000000001E-11, 5.37E-13, -5.42E-13, 5.37E-13, 5.42E-13, 7.948800000000001E-11
DataValue, -0.98000000000000009, 0.1, 4.6052E-11, 8.9E-13, -8.72E-13, 8.9E-13, 8.72E-13, 4.6052E-11
DataValue, -0.96000000000000008, 0.1, 4.2721000000000004E-11, 1.4110000000000002E-12, -1.387E-12, 1.4110000000000002E-12, 1.387E-12, 4.2721000000000004E-11
DataValue, -0.94000000000000006, 0.1, 4.3269E-11, 2.24E-12, -2.222E-12, 2.24E-12, 2.222E-12, 4.3269E-11
DataValue, -0.92, 0.1, 4.2746000000000005E-11, 3.606E-12, -3.5530000000000003E-12, 3.606E-12, 3.5530000000000003E-12, 4.2746000000000005E-11
DataValue, -0.9, 0.1, 4.4325000000000006E-11, 5.9090000000000008E-12, -5.519E-12, 5.9090000000000008E-12, 5.519E-12, 4.4325000000000006E-11
DataValue, -0.88, 0.1, 1.3039E-11, 9.1230000000000014E-12, -9.5160000000000011E-12, 9.1230000000000014E-12, 9.5160000000000011E-12, 1.3039E-11
DataValue, -0.86, 0.1, -5.3375E-11, 1.4635E-11, -1.4378E-11, 1.4635E-11, 1.4378E-11, 5.3375E-11
DataValue, -0.84000000000000008, 0.1, 2.0007E-11, 2.2798E-11, -2.2714E-11, 2.2798E-11, 2.2714E-11, 2.0007E-11
DataValue, -0.82000000000000006, 0.1, 6.4362E-11, 3.6718000000000006E-11, -3.6140000000000004E-11, 3.6718000000000006E-11, 3.6140000000000004E-11, 6.4362E-11
DataValue, -0.8, 0.1, 6.1808E-11, 5.9004E-11, -5.7821E-11, 5.9004E-11, 5.7821E-11, 6.1808E-11
DataValue, -0.78, 0.1, 5.4702000000000007E-11, 9.3964000000000013E-11, -9.2226E-11, 9.3964000000000013E-11, 9.2226E-11, 5.4702000000000007E-11
DataValue, -0.76, 0.1, 5.3747E-11, 1.4989E-10, -1.47413E-10, 1.4989E-10, 1.47413E-10, 5.3747E-11
DataValue, -0.74, 0.1, 5.2346000000000003E-11, 2.3961200000000003E-10, -2.35699E-10, 2.3961200000000003E-10, 2.35699E-10, 5.2346000000000003E-11
DataValue, -0.72000000000000008, 0.1, 5.1612E-11, 3.86343E-10, -3.79485E-10, 3.86343E-10, 3.79485E-10, 5.1612E-11
DataValue, -0.70000000000000007, 0.1, 5.1766000000000004E-11, 6.19358E-10, -6.0932800000000009E-10, 6.19358E-10, 6.0932800000000009E-10, 5.1766000000000004E-11
DataValue, -0.68, 0.1, 9.3503000000000013E-11, 9.8893500000000016E-10, -9.69583E-10, 9.8893500000000016E-10, 9.69583E-10, 9.3503000000000013E-11
DataValue, -0.66, 0.1, -2.0046000000000002E-11, 1.54406E-09, -1.52057E-09, 1.54406E-09, 1.52057E-09, 2.0046000000000002E-11
DataValue, -0.64, 0.1, 1.36981E-10, 2.49913E-09, -2.48624E-09, 2.49913E-09, 2.48624E-09, 1.36981E-10
DataValue, -0.62, 0.1, 1.1470400000000001E-10, 4.0664E-09, -4.0502E-09, 4.0664E-09, 4.0502E-09, 1.1470400000000001E-10
DataValue, -0.6, 0.1, 8.2016000000000009E-11, 6.52401E-09, -6.4907E-09, 6.52401E-09, 6.4907E-09, 8.2016000000000009E-11
DataValue, -0.58000000000000007, 0.1, -1.44052E-10, 1.042162E-08, -1.037913E-08, 1.042162E-08, 1.037913E-08, 1.44052E-10
DataValue, -0.56, 0.1, 3.3439E-11, 1.61197E-08, -1.59592E-08, 1.61197E-08, 1.59592E-08, 3.3439E-11
DataValue, -0.54, 0.1, 5.6752E-11, 2.5060799999999998E-08, -2.4975599999999996E-08, 2.5060799999999998E-08, 2.4975599999999996E-08, 5.6752E-11
DataValue, -0.52, 0.1, 5.8602E-11, 3.84707E-08, -3.83461E-08, 3.84707E-08, 3.83461E-08, 5.8602E-11
DataValue, -0.5, 0.1, 6.1404000000000011E-11, 5.79425E-08, -5.7842599999999995E-08, 5.79425E-08, 5.7842599999999995E-08, 6.1404000000000011E-11
DataValue, -0.48000000000000004, 0.1, 6.0505E-11, 8.56247E-08, -8.55099E-08, 8.56247E-08, 8.55099E-08, 6.0505E-11
